,essay,token,lemma,sentence,index,start,pos,sentence_sentiment,token_sentiment,paragraph,docPosition,sentPosition,isPunc,followsPunc,precedesPunc,followsLCA,precedesLCA,followsLCAPath,precedesLCAPath,head,uppermost,uppermost_child,right_sibling,right_sibling_head,probability,head_lemma,IOB
143,3478.txt,library,library,4,7,704,NN,Negative,Neutral,1,Body,Middle,False,False,False,S,NP,0.2,0.8,goes-4,PP,IN,NP,talk,0.0012492192379762,go,Arg-I
144,3478.txt,wants,want,4,8,712,VBZ,Negative,Positive,1,Body,Middle,False,False,False,S,S,0.2,0.2,wants-8,ROOT,S,S,wants,0.0,want,Arg-I
145,3478.txt,to,to,4,9,718,TO,Negative,Neutral,1,Body,Middle,False,False,False,S,S,0.2,0.2,sit-11,NP,NP,SBAR,goes,0.0,sit,Arg-I
146,3478.txt,just,just,4,10,721,RB,Negative,Neutral,1,Body,Middle,False,False,False,VP,S,0.5,0.2,sit-11,ADVP,RB,RB,talk,0.0004164064126587,sit,Arg-I
147,3478.txt,sit,sit,4,11,726,VB,Negative,Neutral,1,Body,Middle,False,False,False,VP,VP,0.6,0.5,wants-8,S,VP,VP,talk,0.0,want,Arg-I
148,3478.txt,and,and,4,12,730,CC,Negative,Neutral,1,Body,Middle,False,False,False,VP,VP,0.6,0.6,talk-14,CC,and,and,talk,0.0,talk,Arg-I
149,3478.txt,not,not,4,13,734,RB,Negative,Negative,1,Body,Middle,False,False,False,VP,VP,0.6,0.6,talk-14,RB,not,not,talk,0.0029148448886112,talk,Arg-I
150,3478.txt,talk,talk,4,14,738,VB,Negative,Neutral,1,Body,Middle,False,False,False,S,VP,0.2,0.6,sit-11,talk,,,,0.0,sit,Arg-I
151,3478.txt,to,to,4,15,743,IN,Negative,Neutral,1,Body,Middle,False,False,False,S,S,0.2,0.2,anyone-16,NP,NP,SBAR,goes,0.0,anyone,Arg-I
152,3478.txt,anyone,anyone,4,16,746,NN,Negative,Neutral,1,Body,Middle,False,False,True,S,S,0.2,0.2,talk-14,PP,,,,0.0004164064126587,talk,Arg-I
153,3478.txt,.,.,4,17,752,.,Negative,Neutral,1,Body,Last,True,False,False,,S,-1.0,0.2,wants-8,.,.,.,wants,0.0,want,O
154,3478.txt,Most,most,5,1,754,JJS,Negative,Neutral,1,Body,First,False,True,False,NP,,0.375,-1.0,people-2,JJS,Most,Most,people,0.3485321673953779,person,Arg-B
155,3478.txt,people,person,5,2,759,NNS,Negative,Neutral,1,Body,Middle,False,False,False,S,NP,0.25,0.375,go-5,NP,JJS,NNS,go,0.0,go,Arg-I
156,3478.txt,do,do,5,3,766,VBP,Negative,Neutral,1,Body,Middle,False,False,False,VP,S,0.375,0.25,go-5,VBP,do,do,go,0.0,go,Arg-I
157,3478.txt,not,not,5,4,769,RB,Negative,Negative,1,Body,Middle,False,False,False,VP,VP,0.375,0.375,go-5,RB,not,not,go,0.0002082032063293,go,Arg-I
158,3478.txt,go,go,5,5,773,VB,Negative,Neutral,1,Body,Middle,False,False,False,VP,VP,0.5,0.375,go-5,ROOT,S,S,go,0.0,go,Arg-I
159,3478.txt,to,to,5,6,776,IN,Negative,Neutral,1,Body,Middle,False,False,False,PP,VP,0.625,0.5,libraries-7,IN,to,to,libraries,0.0,library,Arg-I
160,3478.txt,libraries,library,5,7,779,NNS,Negative,Neutral,1,Body,Middle,False,False,False,PP,PP,0.625,0.625,go-5,PP,IN,NP,go,0.0004164064126587,go,Arg-I
161,3478.txt,because,because,5,8,789,IN,Negative,Neutral,1,Body,Middle,False,False,False,PP,PP,0.625,0.625,that-10,IN,to,to,libraries,0.0,that,O
162,3478.txt,of,of,5,9,797,IN,Negative,Neutral,1,Body,Middle,False,False,False,PP,PP,0.75,0.625,that-10,IN,,,,0.0378929835519467,that,O
163,3478.txt,that,that,5,10,800,DT,Negative,Neutral,1,Body,Middle,False,False,True,S,PP,0.25,0.75,go-5,PP,IN,NP,go,0.0004164064126587,go,O
164,3478.txt,.,.,5,11,804,.,Negative,Neutral,1,Body,Last,True,False,False,,S,-1.0,0.25,go-5,.,.,.,go,0.0997293358317718,go,O
165,3478.txt,Libraries,library,0,1,806,NNS,Positive,Neutral,2,Body,First,False,True,False,S,,0.2222222222222222,-1.0,fun-3,NP,NNS,NNS,fun,0.3485321673953779,fun,Arg-B
166,3478.txt,are,be,0,2,816,VBP,Positive,Neutral,2,Body,Middle,False,False,False,VP,S,0.3333333333333333,0.2222222222222222,fun-3,VBP,are,are,fun,0.0,fun,Arg-I
167,3478.txt,fun,fun,0,3,820,JJ,Positive,Very positive,2,Body,Middle,False,False,False,ADJP,VP,0.4444444444444444,0.3333333333333333,fun-3,ROOT,S,S,fun,0.001665625650635,fun,Arg-I
168,3478.txt,to,to,0,4,824,TO,Positive,Neutral,2,Body,Middle,False,False,False,VP,ADJP,0.6666666666666666,0.4444444444444444,go-5,TO,to,to,go,0.0,go,Arg-I
169,3478.txt,go,go,0,5,827,VB,Positive,Neutral,2,Body,Middle,False,False,False,VP,VP,0.6666666666666666,0.6666666666666666,fun-3,S,VP,VP,go,0.0004164064126587,fun,Arg-I
170,3478.txt,to,to,0,6,830,IN,Positive,Neutral,2,Body,Middle,False,False,True,S,VP,0.2222222222222222,0.6666666666666666,go-5,TO,to,to,go,0.0,go,Arg-I
171,3478.txt,.,.,0,7,832,.,Positive,Neutral,2,Body,Last,True,False,False,,S,-1.0,0.2222222222222222,fun-3,.,.,.,fun,0.0004164064126587,fun,O
172,3478.txt,You,you,1,1,834,PRP,Neutral,Neutral,2,Body,First,False,True,False,S,,0.4285714285714285,-1.0,get-5,NP,PRP,PRP,want,0.3485321673953779,get,Arg-B
173,3478.txt,can,can,1,2,838,MD,Neutral,Neutral,2,Body,Middle,False,False,False,VP,S,0.5714285714285714,0.4285714285714285,get-5,MD,can,can,get,0.0,get,Arg-I
174,3478.txt,just,just,1,3,842,RB,Neutral,Neutral,2,Body,Middle,False,False,False,RB,VP,0.8571428571428571,0.5714285714285714,about-4,just,,,,0.0,about,Arg-I
175,3478.txt,about,about,1,4,847,RB,Neutral,Neutral,2,Body,Middle,False,False,False,VP,RB,0.5714285714285714,0.8571428571428571,get-5,ADVP,RB,RB,get,0.0,get,Arg-I
176,3478.txt,get,get,1,5,853,VB,Neutral,Neutral,2,Body,Middle,False,False,False,VP,VP,0.7142857142857143,0.5714285714285714,want-10,S,NP,VP,want,0.0,want,Arg-I
177,3478.txt,any,any,1,6,857,DT,Neutral,Neutral,2,Body,Middle,False,False,False,NP,VP,0.8571428571428571,0.7142857142857143,book-7,DT,any,any,book,0.0,book,Arg-I
178,3478.txt,book,book,1,7,861,NN,Neutral,Neutral,2,Body,Middle,False,False,False,VP,NP,0.7142857142857143,0.8571428571428571,get-5,NP,DT,NN,get,0.0,get,Arg-I
179,3478.txt,there,there,1,8,866,RB,Neutral,Neutral,2,Body,Middle,False,False,False,S,VP,0.2857142857142857,0.7142857142857143,get-5,ADVP,RB,RB,get,0.0,get,Arg-I
180,3478.txt,you,you,1,9,872,PRP,Neutral,Neutral,2,Body,Middle,False,False,False,S,S,0.2857142857142857,0.2857142857142857,want-10,NP,PRP,PRP,want,0.0002082032063293,want,Arg-I
181,3478.txt,want,want,1,10,876,VBP,Neutral,Neutral,2,Body,Middle,False,False,False,VP,S,0.4285714285714285,0.2857142857142857,want-10,ROOT,S,S,want,0.0,want,Arg-I
182,3478.txt,to,to,1,11,881,TO,Neutral,Neutral,2,Body,Middle,False,False,False,VP,VP,0.7142857142857143,0.4285714285714285,read-12,TO,to,to,read,0.0,read,Arg-I
183,3478.txt,read,read,1,12,884,VB,Neutral,Neutral,2,Body,Middle,False,False,True,S,VP,0.2857142857142857,0.7142857142857143,want-10,S,VP,VP,want,0.0004164064126587,want,Arg-I
184,3478.txt,.,.,1,13,888,.,Neutral,Neutral,2,Body,Last,True,False,False,,S,-1.0,0.2857142857142857,want-10,.,.,.,want,0.0,want,O
185,3478.txt,There,there,2,1,890,EX,Negative,Neutral,2,Body,First,False,True,False,S,,0.0714285714285714,-1.0,is-2,NP,EX,EX,is,0.3485321673953779,be,Arg-B
186,3478.txt,is,be,2,2,896,VBZ,Negative,Neutral,2,Body,Middle,False,False,False,VP,S,0.1071428571428571,0.0714285714285714,is-2,ROOT,S,S,is,0.0002082032063293,be,Arg-I
187,3478.txt,no,no,2,3,899,DT,Negative,Negative,2,Body,Middle,False,False,False,NP,VP,0.1785714285714285,0.1071428571428571,point-4,DT,no,no,point,0.001665625650635,point,Arg-I
188,3478.txt,point,point,2,4,902,NN,Negative,Neutral,2,Body,Middle,False,False,False,NP,NP,0.1428571428571428,0.1785714285714285,is-2,NP,NP,PP,labled,0.0,be,Arg-I
189,3478.txt,for,for,2,5,908,IN,Negative,Neutral,2,Body,Middle,False,False,False,PP,NP,0.1785714285714285,0.1428571428571428,parent-7,IN,for,for,groups,0.0,parent,Arg-I
190,3478.txt,any,any,2,6,912,DT,Negative,Neutral,2,Body,Middle,False,False,False,NP,PP,0.2142857142857142,0.1785714285714285,parent-7,DT,any,any,parent,0.0006246096189881,parent,Arg-I
191,3478.txt,parent,parent,2,7,916,NN,Negative,Neutral,2,Body,Middle,False,False,False,NP,NP,0.2142857142857142,0.2142857142857142,point-4,PP,IN,NP,labled,0.0,point,Arg-I
192,3478.txt,to,to,2,8,923,TO,Negative,Neutral,2,Body,Middle,False,False,False,VP,NP,0.2857142857142857,0.2142857142857142,worried-10,TO,to,to,worried,0.0,worry,Arg-I
193,3478.txt,be,be,2,9,926,VB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.3214285714285714,0.2857142857142857,worried-10,VB,be,be,worried,0.0004164064126587,worry,Arg-I
194,3478.txt,worried,worry,2,10,929,VBN,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.3571428571428571,0.3214285714285714,parent-7,S,VP,VP,labled,0.001665625650635,parent,Arg-I
195,3478.txt,about,about,2,11,937,IN,Negative,Neutral,2,Body,Middle,False,False,False,PP,VP,0.3928571428571428,0.3571428571428571,child-13,IN,about,about,child,0.0,child,Arg-I
196,3478.txt,there,there,2,12,943,RB,Negative,Neutral,2,Body,Middle,False,False,False,NP,PP,0.4642857142857143,0.3928571428571428,child-13,ADVP,RB,RB,good,0.0,child,Arg-I
197,3478.txt,child,child,2,13,949,NN,Negative,Neutral,2,Body,Middle,False,False,False,NP,NP,0.4285714285714285,0.4642857142857143,worried-10,PP,IN,NP,labled,0.0002082032063293,worry,Arg-I
198,3478.txt,reading,read,2,14,955,VBG,Negative,Neutral,2,Body,Middle,False,False,False,VP,NP,0.4642857142857143,0.4285714285714285,child-13,VP,VBG,NP,labled,0.0,child,Arg-I
199,3478.txt,a,a,2,15,963,DT,Negative,Neutral,2,Body,Middle,False,False,False,NP,VP,0.5357142857142857,0.4642857142857143,book-16,DT,a,a,book,0.0,book,Arg-I
200,3478.txt,book,book,2,16,965,NN,Negative,Neutral,2,Body,Middle,False,False,False,NP,NP,0.5,0.5357142857142857,reading-14,NP,NP,SBAR,labled,0.0,read,Arg-I
201,3478.txt,that,that,2,17,970,WDT,Negative,Neutral,2,Body,Middle,False,False,False,SBAR,NP,0.5357142857142857,0.5,labled-33,WHNP,WDT,WDT,labled,0.0,lable,Arg-I
202,3478.txt,isnt,isnt,2,18,975,NN,Negative,Neutral,2,Body,Middle,False,False,False,PP,SBAR,0.1785714285714285,0.5357142857142857,labled-33,NP,NP,PP,labled,0.0997293358317718,lable,Arg-I
203,3478.txt,for,for,2,19,980,IN,Negative,Neutral,2,Body,Middle,False,False,False,PP,PP,0.1785714285714285,0.1785714285714285,group-22,IN,for,for,groups,0.0,group,Arg-I
204,3478.txt,there,there,2,20,984,RB,Negative,Neutral,2,Body,Middle,False,False,False,NP,PP,0.4285714285714285,0.1785714285714285,group-22,NP,ADVP,NN,groups,0.0006246096189881,group,Arg-I
205,3478.txt,age,age,2,21,990,NN,Negative,Neutral,2,Body,Middle,False,False,False,NN,NP,0.75,0.4285714285714285,group-22,age,,,,0.0002082032063293,group,Arg-I
206,3478.txt,group,group,2,22,994,NN,Negative,Neutral,2,Body,Middle,False,False,True,NP,NN,0.6785714285714286,0.75,isnt-18,PP,IN,NP,labled,0.0,isnt,Arg-I
207,3478.txt,",",",",2,23,999,",",Negative,Neutral,2,Body,Middle,True,False,False,NP,NP,0.6785714285714286,0.6785714285714286,group-22,",",",",",",group,0.0,group,Arg-I
208,3478.txt,because,because,2,24,1001,IN,Negative,Neutral,2,Body,Middle,False,True,False,SBAR,NP,0.7142857142857143,0.6785714285714286,good-28,IN,because,because,good,0.4112013325005205,good,O
209,3478.txt,libraries,library,2,25,1009,NNS,Negative,Neutral,2,Body,Middle,False,False,False,S,SBAR,0.75,0.7142857142857143,good-28,NP,NNS,NNS,labled,0.0378929835519467,good,Arg-B
210,3478.txt,are,be,2,26,1019,VBP,Negative,Neutral,2,Body,Middle,False,False,False,VP,S,0.7857142857142857,0.75,good-28,VBP,are,are,good,0.0,good,Arg-I
211,3478.txt,very,very,2,27,1023,RB,Negative,Neutral,2,Body,Middle,False,False,False,ADJP,VP,0.8214285714285714,0.7857142857142857,good-28,RB,very,very,good,0.001665625650635,good,Arg-I
212,3478.txt,good,good,2,28,1028,JJ,Negative,Positive,2,Body,Middle,False,False,False,ADJP,ADJP,0.8214285714285714,0.8214285714285714,group-22,SBAR,IN,S,is,0.0,group,Arg-I
213,3478.txt,at,at,2,29,1033,IN,Negative,Neutral,2,Body,Middle,False,False,False,PP,ADJP,0.8571428571428571,0.8214285714285714,having-30,IN,at,at,having,0.0,have,Arg-I
214,3478.txt,having,have,2,30,1036,VBG,Negative,Neutral,2,Body,Middle,False,False,False,VP,PP,0.9285714285714286,0.8571428571428571,good-28,PP,IN,S,is,0.0,good,Arg-I
215,3478.txt,the,the,2,31,1043,DT,Negative,Neutral,2,Body,Middle,False,False,False,NP,VP,0.9642857142857144,0.9285714285714286,sections-32,DT,the,the,sections,0.0,section,Arg-I
216,3478.txt,sections,section,2,32,1047,NNS,Negative,Neutral,2,Body,Middle,False,False,False,S,NP,0.5714285714285714,0.9642857142857144,having-30,NP,DT,NNS,labled,0.0012492192379762,have,Arg-I
217,3478.txt,labled,lable,2,33,1056,VBN,Negative,Neutral,2,Body,Middle,False,False,False,PP,S,0.1785714285714285,0.5714285714285714,book-16,SBAR,WHNP,S,is,0.0,book,Arg-I
218,3478.txt,for,for,2,34,1063,IN,Negative,Neutral,2,Body,Middle,False,False,False,PP,PP,0.1785714285714285,0.1785714285714285,groups-36,IN,for,for,groups,0.0,group,Arg-I
219,3478.txt,age,age,2,35,1067,NN,Negative,Neutral,2,Body,Middle,False,False,False,S,PP,0.5714285714285714,0.1785714285714285,groups-36,NP,NP,PP,labled,0.0006246096189881,group,Arg-I
220,3478.txt,groups,group,2,36,1071,NNS,Negative,Neutral,2,Body,Middle,False,False,True,S,S,0.0714285714285714,0.5714285714285714,labled-33,PP,IN,NP,labled,0.0,lable,Arg-I
221,3478.txt,.,.,2,37,1077,.,Negative,Neutral,2,Body,Last,True,False,False,,S,-1.0,0.0714285714285714,is-2,.,.,.,is,0.0,be,O
222,3478.txt,They,they,3,1,1079,PRP,Negative,Neutral,2,Body,First,False,True,False,S,,0.0666666666666666,-1.0,able-6,NP,PRP,PRP,isnt,0.3485321673953779,able,Arg-B
223,3478.txt,also,also,3,2,1084,RB,Negative,Neutral,2,Body,Middle,False,False,False,S,S,0.0666666666666666,0.0666666666666666,able-6,ADVP,RB,RB,able,0.0002082032063293,able,Arg-I
224,3478.txt,would,would,3,3,1089,MD,Negative,Neutral,2,Body,Middle,False,False,False,VP,S,0.1,0.0666666666666666,able-6,MD,would,would,able,0.0014574224443056,able,Arg-I
225,3478.txt,not,not,3,4,1095,RB,Negative,Negative,2,Body,Middle,False,False,False,VP,VP,0.1,0.1,able-6,RB,not,not,able,0.0,able,Arg-I
226,3478.txt,be,be,3,5,1099,VB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.1333333333333333,0.1,able-6,VB,be,be,read,0.0,able,Arg-I
227,3478.txt,able,able,3,6,1102,JJ,Negative,Positive,2,Body,Middle,False,False,False,ADJP,VP,0.1666666666666666,0.1333333333333333,able-6,ROOT,S,S,able,0.001665625650635,able,Arg-I
228,3478.txt,to,to,3,7,1107,TO,Negative,Neutral,2,Body,Middle,False,False,False,VP,ADJP,0.2333333333333333,0.1666666666666666,check-8,TO,to,to,check,0.0,check,Arg-I
229,3478.txt,check,check,3,8,1110,VB,Negative,Positive,2,Body,Middle,False,False,False,VP,VP,0.2666666666666666,0.2333333333333333,able-6,S,VP,VP,read,0.0004164064126587,able,Arg-I
230,3478.txt,out,out,3,9,1116,RP,Negative,Negative,2,Body,Middle,False,False,False,VP,VP,0.2666666666666666,0.2666666666666666,check-8,PRT,RP,RP,check,0.0,check,Arg-I
231,3478.txt,the,the,3,10,1120,DT,Negative,Neutral,2,Body,Middle,False,False,False,NP,VP,0.3,0.2666666666666666,book-11,DT,the,the,staff,0.0002082032063293,book,Arg-I
232,3478.txt,book,book,3,11,1124,NN,Negative,Neutral,2,Body,Middle,False,False,False,VP,NP,0.2666666666666666,0.3,check-8,NP,DT,NN,read,0.0012492192379762,check,Arg-I
233,3478.txt,because,because,3,12,1129,IN,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2666666666666666,0.2666666666666666,staff-14,IN,because,because,staff,0.0,staff,Arg-I
234,3478.txt,the,the,3,13,1137,DT,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2666666666666666,0.2666666666666666,staff-14,NP,DT,NN,read,0.0378929835519467,staff,Arg-I
235,3478.txt,staff,staff,3,14,1141,NN,Negative,Neutral,2,Body,Middle,False,False,False,NP,VP,0.3333333333333333,0.2666666666666666,check-8,PP,IN,NP,read,0.0012492192379762,check,Arg-I
236,3478.txt,there,there,3,15,1147,EX,Negative,Neutral,2,Body,Middle,False,False,False,S,NP,0.4,0.3333333333333333,are-16,NP,EX,EX,are,0.0,be,Arg-I
237,3478.txt,are,be,3,16,1153,VBP,Negative,Neutral,2,Body,Middle,False,False,False,VP,S,0.4333333333333333,0.4,staff-14,SBAR,S,S,able,0.0002082032063293,staff,Arg-I
238,3478.txt,good,good,3,17,1157,JJ,Negative,Positive,2,Body,Middle,False,False,False,ADJP,VP,0.4666666666666667,0.4333333333333333,are-16,ADJP,JJ,PP,read,0.001665625650635,be,Arg-I
239,3478.txt,at,at,3,18,1162,IN,Negative,Neutral,2,Body,Middle,False,False,False,PP,ADJP,0.5,0.4666666666666667,making-19,IN,at,at,making,0.0,make,Arg-I
240,3478.txt,making,make,3,19,1165,VBG,Negative,Neutral,2,Body,Middle,False,False,False,VP,PP,0.5666666666666667,0.5,good-17,PP,IN,S,able,0.0,good,Arg-I
241,3478.txt,sure,sure,3,20,1172,JJ,Negative,Neutral,2,Body,Middle,False,False,False,ADJP,VP,0.6,0.5666666666666667,making-19,ADJP,JJ,SBAR,read,0.0002082032063293,make,Arg-I
242,3478.txt,it,it,3,21,1177,PRP,Negative,Neutral,2,Body,Middle,False,False,False,S,ADJP,0.6666666666666666,0.6,isnt-22,NP,PRP,PRP,isnt,0.0,isnt,Arg-I
243,3478.txt,isnt,isnt,3,22,1180,VBD,Negative,Neutral,2,Body,Middle,False,False,False,VP,S,0.7,0.6666666666666666,sure-20,SBAR,S,S,able,0.0,sure,Arg-I
244,3478.txt,a,a,3,23,1185,DT,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2666666666666666,0.7,book-24,PP,IN,NP,read,0.0,book,Arg-I
245,3478.txt,book,book,3,24,1187,NN,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2666666666666666,0.2666666666666666,isnt-22,NP,DT,NN,read,0.0,isnt,Arg-I
246,3478.txt,that,that,3,25,1192,WDT,Negative,Neutral,2,Body,Middle,False,False,False,SBAR,VP,0.7666666666666667,0.2666666666666666,shouldnt-26,WHNP,WDT,WDT,person,0.0,shouldnt,Arg-I
247,3478.txt,shouldnt,shouldnt,3,26,1197,VBD,Negative,Neutral,2,Body,Middle,False,False,False,VP,SBAR,0.1333333333333333,0.7666666666666667,book-24,PP,IN,NP,read,0.0997293358317718,book,Arg-I
248,3478.txt,be,be,3,27,1206,VB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.1333333333333333,0.1333333333333333,read-28,VB,be,be,read,0.0,read,Arg-I
249,3478.txt,read,read,3,28,1209,VBN,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.9,0.1333333333333333,shouldnt-26,VP,VB,VP,read,0.001665625650635,shouldnt,Arg-I
250,3478.txt,by,by,3,29,1214,IN,Negative,Neutral,2,Body,Middle,False,False,False,SBAR,VP,0.7666666666666667,0.9,person-31,IN,by,by,person,0.0,person,Arg-I
251,3478.txt,that,that,3,30,1217,DT,Negative,Neutral,2,Body,Middle,False,False,False,SBAR,SBAR,0.7666666666666667,0.7666666666666667,person-31,WHNP,WDT,WDT,person,0.0,person,Arg-I
252,3478.txt,person,person,3,31,1222,NN,Negative,Neutral,2,Body,Middle,False,False,True,S,SBAR,0.0666666666666666,0.7666666666666667,read-28,PP,IN,NP,read,0.0997293358317718,read,Arg-I
253,3478.txt,.,.,3,32,1228,.,Negative,Neutral,2,Body,Last,True,False,False,,S,-1.0,0.0666666666666666,able-6,.,.,.,able,0.0,able,O
254,3478.txt,Also,also,4,1,1230,RB,Negative,Neutral,2,Body,First,False,True,False,ADVP,,0.3333333333333333,-1.0,are-8,ADVP,RB,RB,are,0.3485321673953779,be,O
255,3478.txt,most,most,4,2,1235,RBS,Negative,Neutral,2,Body,Middle,False,False,False,S,ADVP,0.2222222222222222,0.3333333333333333,are-8,ADVP,RB,RB,are,0.0014574224443056,be,O
256,3478.txt,younger,young,4,3,1240,JJR,Negative,Neutral,2,Body,Middle,False,False,False,NP,S,0.4444444444444444,0.2222222222222222,kids-4,JJR,younger,younger,kids,0.0,kid,O
257,3478.txt,kids,kid,4,4,1248,NNS,Negative,Neutral,2,Body,Middle,False,False,False,NP,NP,0.3333333333333333,0.4444444444444444,are-8,NP,NP,SBAR,go,0.0,be,O
258,3478.txt,that,that,4,5,1253,WDT,Negative,Neutral,2,Body,Middle,False,False,False,SBAR,NP,0.4444444444444444,0.3333333333333333,go-6,WHNP,WDT,WDT,go,0.0,go,O
259,3478.txt,go,go,4,6,1258,VBP,Negative,Neutral,2,Body,Middle,False,False,False,VP,SBAR,0.6666666666666666,0.4444444444444444,kids-4,SBAR,WHNP,S,are,0.0997293358317718,kid,O
260,3478.txt,there,there,4,7,1261,EX,Negative,Neutral,2,Body,Middle,False,False,False,S,VP,0.2222222222222222,0.6666666666666666,go-6,S,NP,NP,are,0.0,go,O
261,3478.txt,are,be,4,8,1267,VBP,Negative,Neutral,2,Body,Middle,False,False,False,VP,S,0.3333333333333333,0.2222222222222222,are-8,ROOT,S,S,are,0.0002082032063293,be,O
262,3478.txt,always,always,4,9,1271,RB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.3333333333333333,0.3333333333333333,are-8,ADVP,RB,RB,are,0.001665625650635,be,O
263,3478.txt,with,with,4,10,1278,IN,Negative,Neutral,2,Body,Middle,False,False,False,PP,VP,0.4444444444444444,0.3333333333333333,adult-12,IN,with,with,adult,0.0,adult,O
264,3478.txt,an,a,4,11,1283,DT,Negative,Neutral,2,Body,Middle,False,False,False,NP,PP,0.5555555555555556,0.4444444444444444,adult-12,DT,an,an,adult,0.0,adult,O
265,3478.txt,adult,adult,4,12,1286,NN,Negative,Neutral,2,Body,Middle,False,False,True,S,NP,0.2222222222222222,0.5555555555555556,are-8,PP,IN,NP,are,0.0,be,O
266,3478.txt,.,.,4,13,1291,.,Negative,Neutral,2,Body,Last,True,False,False,,S,-1.0,0.2222222222222222,are-8,.,.,.,are,0.0,be,O
267,3478.txt,So,so,5,1,1293,RB,Neutral,Neutral,2,Body,First,False,True,False,S,,0.1333333333333333,-1.0,keep-5,ADVP,RB,RB,believe,0.3485321673953779,keep,O
268,3478.txt,the,the,5,2,1296,DT,Neutral,Neutral,2,Body,Middle,False,False,False,NP,S,0.2,0.1333333333333333,parent-3,DT,the,the,books,0.0097855506974807,parent,Arg-B
269,3478.txt,parent,parent,5,3,1300,NN,Neutral,Neutral,2,Body,Middle,False,False,False,S,NP,0.1333333333333333,0.2,keep-5,NP,DT,NN,believe,0.0012492192379762,keep,Arg-I
270,3478.txt,can,can,5,4,1307,MD,Neutral,Neutral,2,Body,Middle,False,False,False,VP,S,0.2,0.1333333333333333,keep-5,MD,can,can,keep,0.0,keep,Arg-I
271,3478.txt,keep,keep,5,5,1311,VB,Neutral,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2666666666666666,0.2,keep-5,ROOT,S,S,keep,0.0,keep,Arg-I
